YEAR,MO,DY,HR,PRECTOTCORR,T2M,T2MDEW
2022,1,25,13,0.0,4.12,-1.96

2022,1,25,14,0.0,3.6,-2.06

2022,1,25,15,0.0,2.33,-2.13

2022,1,25,16,0.0,0.07,-3.09

2022,1,25,17,0.0,-1.6,-4.25

2022,1,25,18,0.0,-2.46,-4.95

2022,1,25,19,0.0,-3.01,-5.51

2022,1,25,20,0.0,-3.45,-5.87

2022,1,25,21,0.0,-3.85,-6.14

2022,1,25,22,0.0,-4.35,-6.45

2022,1,25,23,0.0,-4.95,-6.84

2022,1,26,0,0.0,-5.58,-7.27

2022,1,26,1,0.0,-6.14,-7.74

2022,1,26,2,0.0,-6.63,-8.47

2022,1,26,3,0.0,-7.25,-8.95

2022,1,26,4,0.0,-7.83,-9.36

2022,1,26,5,0.0,-8.42,-9.69

2022,1,26,6,0.0,-8.94,-9.99

2022,1,26,7,0.0,-8.71,-10.11

2022,1,26,8,0.0,-7.04,-10.48

2022,1,26,9,0.0,-5.87,-11.2

2022,1,26,10,0.0,-4.96,-11.37

2022,1,26,11,0.0,-4.19,-11.4

2022,1,26,12,0.0,-3.77,-11.47

2022,1,26,13,0.0,-3.73,-11.58

2022,1,26,14,0.0,-3.92,-11.66

2022,1,26,15,0.0,-4.42,-11.73

2022,1,26,16,0.0,-5.39,-11.5

2022,1,26,17,0.0,-6.4,-10.88

2022,1,26,18,0.0,-7.3,-10.52

2022,1,26,19,0.0,-8.42,-10.6

2022,1,26,20,0.0,-9.44,-11.1

2022,1,26,21,0.0,-10.2,-11.6

2022,1,26,22,0.0,-10.82,-12.06

2022,1,26,23,0.0,-11.34,-12.52

2022,1,27,0,0.0,-11.69,-13.13

2022,1,27,1,0.0,-12.03,-13.5

2022,1,27,2,0.0,-12.21,-13.81

2022,1,27,3,0.0,-12.27,-14.12

2022,1,27,4,0.0,-12.17,-14.37

2022,1,27,5,0.0,-12.0,-14.56

2022,1,27,6,0.0,-11.75,-14.73

2022,1,27,7,0.0,-11.08,-14.52

2022,1,27,8,0.0,-8.87,-13.45

2022,1,27,9,0.0,-6.39,-13.52

2022,1,27,10,0.0,-4.61,-12.63

2022,1,27,11,0.0,-3.49,-11.52

2022,1,27,12,0.0,-2.63,-10.47

2022,1,27,13,0.0,-2.05,-9.66

2022,1,27,14,0.0,-1.86,-8.9

2022,1,27,15,0.0,-2.19,-8.1

2022,1,27,16,0.0,-4.15,-7.38

2022,1,27,17,0.0,-5.96,-7.92

2022,1,27,18,0.0,-6.28,-8.06

2022,1,27,19,0.0,-6.38,-8.14

2022,1,27,20,0.0,-6.45,-8.31

2022,1,27,21,0.0,-6.29,-8.36

2022,1,27,22,0.0,-6.09,-8.31

2022,1,27,23,0.0,-5.64,-7.97

2022,1,28,0,0.0,-5.27,-7.51

2022,1,28,1,0.0,-5.15,-7.13

2022,1,28,2,0.0,-5.1,-6.83

2022,1,28,3,0.0,-5.03,-6.54

2022,1,28,4,0.0,-5.06,-6.33

2022,1,28,5,0.0,-5.15,-6.21

2022,1,28,6,0.0,-5.17,-6.11

2022,1,28,7,0.05,-4.85,-5.82

2022,1,28,8,0.06,-3.88,-5.45

2022,1,28,9,0.07,-2.74,-5.23

2022,1,28,10,0.08,-1.4,-4.74

2022,1,28,11,0.08,-0.63,-4.36

2022,1,28,12,0.07,-0.23,-4.04

2022,1,28,13,0.06,-0.08,-3.82

2022,1,28,14,0.06,-0.26,-3.59

2022,1,28,15,0.03,-0.7,-3.07

2022,1,28,16,0.03,-1.5,-2.91

2022,1,28,17,0.02,-2.03,-3.15

2022,1,28,18,0.03,-2.16,-3.15

2022,1,28,19,0.15,-2.45,-3.19

2022,1,28,20,0.17,-2.36,-3.15

2022,1,28,21,0.15,-2.38,-3.22

2022,1,28,22,0.31,-2.67,-3.47

2022,1,28,23,0.46,-2.92,-3.78

2022,1,29,0,0.49,-3.38,-4.42

2022,1,29,1,0.45,-4.19,-5.56

2022,1,29,2,0.43,-5.16,-6.85

2022,1,29,3,0.4,-6.13,-7.95

2022,1,29,4,0.43,-6.91,-8.78

2022,1,29,5,0.59,-7.52,-9.41

2022,1,29,6,0.74,-8.23,-10.06

2022,1,29,7,0.77,-9.0,-10.81

2022,1,29,8,0.52,-9.59,-11.46

2022,1,29,9,0.38,-10.05,-12.03

2022,1,29,10,0.35,-10.27,-12.38

2022,1,29,11,0.31,-10.36,-12.6

2022,1,29,12,0.29,-10.28,-12.67

2022,1,29,13,0.23,-10.13,-12.7

2022,1,29,14,0.16,-9.94,-12.7

2022,1,29,15,0.11,-9.87,-12.78

2022,1,29,16,0.08,-9.91,-12.94

2022,1,29,17,0.06,-10.05,-13.16

2022,1,29,18,0.04,-10.31,-13.45

2022,1,29,19,0.02,-10.72,-13.88

2022,1,29,20,0.01,-11.17,-14.31

2022,1,29,21,0.0,-11.67,-14.63

2022,1,29,22,0.0,-12.25,-14.95

2022,1,29,23,0.0,-12.76,-15.28

2022,1,30,0,0.0,-13.05,-15.36

2022,1,30,1,0.0,-13.24,-15.31

2022,1,30,2,0.0,-13.53,-15.35

2022,1,30,3,0.0,-13.85,-15.47

2022,1,30,4,0.0,-14.1,-15.57

2022,1,30,5,0.0,-14.46,-15.74

2022,1,30,6,0.0,-15.13,-16.06

2022,1,30,7,0.0,-15.25,-16.2

2022,1,30,8,0.0,-12.31,-14.72

2022,1,30,9,0.0,-9.86,-13.5

2022,1,30,10,0.0,-7.99,-12.53

2022,1,30,11,0.0,-6.48,-11.68

2022,1,30,12,0.0,-5.4,-10.99

2022,1,30,13,0.0,-4.73,-10.4

2022,1,30,14,0.0,-4.46,-9.98

2022,1,30,15,0.0,-4.77,-9.64

2022,1,30,16,0.0,-6.63,-9.81

2022,1,30,17,0.0,-8.3,-10.66

2022,1,30,18,0.0,-8.52,-10.77

2022,1,30,19,0.0,-8.71,-10.94

2022,1,30,20,0.0,-9.03,-11.35

2022,1,30,21,0.0,-8.98,-11.45

2022,1,30,22,0.0,-8.82,-11.3

2022,1,30,23,0.0,-8.85,-11.2

2022,1,31,0,0.0,-9.01,-11.19

2022,1,31,1,0.0,-9.52,-11.57

2022,1,31,2,0.0,-10.68,-12.4

2022,1,31,3,0.0,-11.51,-12.87

2022,1,31,4,0.0,-12.06,-13.25

2022,1,31,5,0.0,-12.48,-13.6

2022,1,31,6,0.0,-12.74,-13.88

2022,1,31,7,0.0,-11.92,-13.56

2022,1,31,8,0.0,-8.88,-12.19

2022,1,31,9,0.0,-5.63,-11.06

2022,1,31,10,0.0,-3.43,-10.55

2022,1,31,11,0.0,-2.45,-10.24

2022,1,31,12,0.0,-1.81,-9.88

2022,1,31,13,0.0,-1.5,-9.57

2022,1,31,14,0.0,-1.45,-9.26

2022,1,31,15,0.0,-1.92,-8.81

2022,1,31,16,0.0,-3.45,-9.14

2022,1,31,17,0.0,-5.2,-10.54

2022,1,31,18,0.0,-6.06,-10.78

2022,1,31,19,0.0,-6.51,-10.87

2022,1,31,20,0.0,-6.72,-10.7

2022,1,31,21,0.0,-6.85,-10.53

2022,1,31,22,0.0,-6.95,-10.36

2022,1,31,23,0.0,-7.23,-10.27

2022,2,1,0,0.0,-7.72,-10.35

2022,2,1,1,0.0,-8.54,-10.61

2022,2,1,2,0.0,-9.32,-10.73

2022,2,1,3,0.0,-9.7,-10.66

2022,2,1,4,0.0,-9.97,-10.62

2022,2,1,5,0.0,-10.35,-10.68

2022,2,1,6,0.0,-10.76,-10.91

2022,2,1,7,0.0,-10.08,-10.83

2022,2,1,8,0.0,-7.17,-9.28

2022,2,1,9,0.0,-4.08,-7.55

2022,2,1,10,0.0,-1.12,-6.25

2022,2,1,11,0.0,0.1,-5.36

2022,2,1,12,0.0,0.8,-4.58

2022,2,1,13,0.0,1.12,-3.88

2022,2,1,14,0.0,1.08,-3.38

2022,2,1,15,0.0,0.65,-2.95

2022,2,1,16,0.0,-1.49,-3.6

2022,2,1,17,0.0,-3.38,-5.01

2022,2,1,18,0.0,-3.94,-4.97

2022,2,1,19,0.0,-4.28,-4.79

2022,2,1,20,0.0,-4.37,-4.42

2022,2,1,21,0.0,-4.03,-3.82

2022,2,1,22,0.0,-3.31,-3.04

2022,2,1,23,0.0,-2.57,-2.21

2022,2,2,0,0.0,-2.2,-1.69

2022,2,2,1,0.0,-1.95,-1.31

2022,2,2,2,0.0,-1.75,-1.02

2022,2,2,3,0.0,-1.55,-0.77

2022,2,2,4,0.0,-1.49,-0.65

2022,2,2,5,0.0,-1.5,-0.6

2022,2,2,6,0.0,-1.42,-0.49

2022,2,2,7,0.01,-0.51,0.05

2022,2,2,8,0.01,1.34,0.98

2022,2,2,9,0.01,2.36,1.64

2022,2,2,10,0.0,3.22,2.23

2022,2,2,11,0.01,4.05,2.87

2022,2,2,12,0.01,4.71,3.43

2022,2,2,13,0.01,5.01,3.8

2022,2,2,14,0.01,4.89,3.96

2022,2,2,15,0.01,4.01,3.67

2022,2,2,16,0.0,2.37,3.05

2022,2,2,17,0.0,1.75,2.79

2022,2,2,18,0.0,1.65,2.64

2022,2,2,19,0.01,1.44,2.43

2022,2,2,20,0.01,1.52,2.36

2022,2,2,21,0.01,1.71,2.33

2022,2,2,22,0.02,1.87,2.37

2022,2,2,23,0.03,1.98,2.48

2022,2,3,0,0.03,1.94,2.56

2022,2,3,1,0.03,1.98,2.64

2022,2,3,2,0.02,2.15,2.69

2022,2,3,3,0.02,2.25,2.62

2022,2,3,4,0.03,2.13,2.48

2022,2,3,5,0.08,1.96,2.33

2022,2,3,6,0.14,1.69,2.14

2022,2,3,7,0.29,1.84,2.14

2022,2,3,8,0.41,2.43,2.38

2022,2,3,9,0.49,2.79,2.62

2022,2,3,10,0.26,3.26,2.96

2022,2,3,11,0.22,3.78,3.37

2022,2,3,12,0.33,4.04,3.65

2022,2,3,13,0.52,4.3,3.94

2022,2,3,14,0.5,4.56,4.28

2022,2,3,15,0.47,4.1,4.2

2022,2,3,16,0.86,3.58,4.19

2022,2,3,17,1.11,3.47,4.34

2022,2,3,18,1.38,3.99,4.65

2022,2,3,19,1.11,3.77,4.55

2022,2,3,20,0.69,3.72,4.44

2022,2,3,21,0.72,3.43,4.16

2022,2,3,22,0.64,3.12,3.84

2022,2,3,23,0.26,3.4,3.88

2022,2,4,0,0.36,4.53,4.76

2022,2,4,1,0.76,6.3,6.25

2022,2,4,2,2.4,7.11,7.03

2022,2,4,3,2.62,7.4,7.46

2022,2,4,4,2.32,7.63,7.66

2022,2,4,5,2.71,6.12,6.73

2022,2,4,6,1.6,5.71,6.2

2022,2,4,7,1.37,4.85,5.26

2022,2,4,8,1.19,4.56,4.39

2022,2,4,9,1.5,3.45,2.81

2022,2,4,10,1.33,1.63,0.47

2022,2,4,11,1.06,0.08,-1.74

2022,2,4,12,2.27,-0.2,-2.26

2022,2,4,13,1.32,0.01,-2.03

2022,2,4,14,0.62,-0.41,-2.41

2022,2,4,15,0.46,-1.31,-3.06

2022,2,4,16,0.61,-2.17,-3.86

2022,2,4,17,0.8,-2.67,-4.52

2022,2,4,18,0.11,-2.96,-4.99

2022,2,4,19,0.04,-3.02,-5.13

2022,2,4,20,0.02,-3.17,-5.36

2022,2,4,21,0.0,-3.43,-5.76

2022,2,4,22,0.0,-3.86,-6.27

2022,2,4,23,0.0,-4.38,-6.87

2022,2,5,0,0.0,-4.85,-7.45

2022,2,5,1,0.0,-5.2,-7.98

2022,2,5,2,0.01,-5.59,-8.54

2022,2,5,3,0.03,-6.27,-9.24

2022,2,5,4,0.04,-6.9,-9.87

2022,2,5,5,0.01,-7.24,-10.24

2022,2,5,6,0.0,-7.35,-10.33

2022,2,5,7,0.0,-7.08,-10.21

2022,2,5,8,0.0,-6.2,-9.9

2022,2,5,9,0.0,-5.14,-9.62

2022,2,5,10,0.0,-4.12,-9.32

2022,2,5,11,0.0,-3.27,-9.01

2022,2,5,12,0.0,-2.9,-8.88

2022,2,5,13,0.0,-3.08,-9.09

2022,2,5,14,0.0,-3.68,-9.52

2022,2,5,15,0.0,-4.57,-9.94

2022,2,5,16,0.0,-5.8,-10.45

2022,2,5,17,0.0,-7.13,-11.02

2022,2,5,18,0.0,-7.86,-11.43

2022,2,5,19,0.0,-8.44,-11.92

2022,2,5,20,0.0,-9.07,-12.51

2022,2,5,21,0.0,-9.49,-12.79

2022,2,5,22,0.0,-9.87,-12.81

2022,2,5,23,0.0,-10.18,-12.67

2022,2,6,0,0.0,-10.45,-12.63

2022,2,6,1,0.0,-10.7,-12.7

2022,2,6,2,0.0,-10.98,-12.88

2022,2,6,3,0.0,-11.32,-13.09

2022,2,6,4,0.0,-11.64,-13.24

2022,2,6,5,0.0,-11.88,-13.33

2022,2,6,6,0.0,-12.02,-13.31

2022,2,6,7,0.0,-11.16,-13.42

2022,2,6,8,0.0,-8.96,-13.19

2022,2,6,9,0.0,-7.12,-12.75

2022,2,6,10,0.0,-5.46,-11.88

2022,2,6,11,0.0,-4.08,-10.92

2022,2,6,12,0.0,-3.06,-9.94

2022,2,6,13,0.0,-2.42,-9.06

2022,2,6,14,0.0,-2.24,-8.25

2022,2,6,15,0.0,-2.49,-7.54

2022,2,6,16,0.0,-3.75,-7.07

2022,2,6,17,0.0,-5.8,-7.42

2022,2,6,18,0.0,-6.24,-7.49

2022,2,6,19,0.0,-6.51,-7.31

2022,2,6,20,0.0,-6.65,-6.99

2022,2,6,21,0.0,-6.63,-6.55

2022,2,6,22,0.0,-6.2,-5.99

2022,2,6,23,0.0,-5.41,-5.34

2022,2,7,0,0.0,-4.91,-4.81

2022,2,7,1,0.0,-5.09,-4.52

2022,2,7,2,0.0,-5.66,-4.42

2022,2,7,3,0.01,-5.45,-4.18

2022,2,7,4,0.02,-4.57,-3.7

2022,2,7,5,0.06,-4.02,-3.38

2022,2,7,6,0.12,-3.81,-3.21

2022,2,7,7,0.19,-2.99,-2.75

2022,2,7,8,0.2,-1.49,-1.88

2022,2,7,9,0.22,-0.4,-1.08

2022,2,7,10,0.24,0.49,-0.3

2022,2,7,11,0.25,1.02,0.28

2022,2,7,12,0.22,1.18,0.55

2022,2,7,13,0.22,1.15,0.67

2022,2,7,14,0.2,1.19,0.79

2022,2,7,15,0.12,1.21,0.87

2022,2,7,16,0.12,0.75,0.69

2022,2,7,17,0.28,0.41,0.55

2022,2,7,18,0.33,0.51,0.51

2022,2,7,19,0.57,0.47,0.39

2022,2,7,20,0.73,0.28,0.23

2022,2,7,21,0.75,0.29,0.18

2022,2,7,22,0.74,0.28,0.14

2022,2,7,23,0.65,0.22,0.09

2022,2,8,0,0.53,0.24,0.08

2022,2,8,1,0.27,0.19,0.01

2022,2,8,2,0.14,0.07,-0.13

2022,2,8,3,0.04,-0.24,-0.48

2022,2,8,4,0.0,-0.74,-1.01

2022,2,8,5,0.01,-1.25,-1.61

2022,2,8,6,0.0,-1.97,-2.38

2022,2,8,7,0.0,-1.8,-2.5

2022,2,8,8,0.0,-0.26,-1.55

2022,2,8,9,0.0,1.87,-0.49

2022,2,8,10,0.0,3.48,-0.01

2022,2,8,11,0.0,4.48,0.05

2022,2,8,12,0.0,5.02,0.13

2022,2,8,13,0.01,4.96,0.15

2022,2,8,14,0.02,4.15,-0.06

2022,2,8,15,0.02,2.74,-0.42

2022,2,8,16,0.02,1.12,-1.18

2022,2,8,17,0.0,-0.5,-2.35

2022,2,8,18,0.0,-1.45,-3.14

2022,2,8,19,0.0,-1.9,-3.45

2022,2,8,20,0.0,-2.03,-3.56

2022,2,8,21,0.0,-2.23,-3.66

2022,2,8,22,0.0,-2.85,-3.89

2022,2,8,23,0.0,-3.41,-4.19

2022,2,9,0,0.0,-3.74,-4.52

2022,2,9,1,0.0,-4.06,-4.82

2022,2,9,2,0.0,-4.32,-5.09

2022,2,9,3,0.0,-4.49,-5.4

2022,2,9,4,0.0,-4.81,-5.61

2022,2,9,5,0.0,-5.13,-5.81

2022,2,9,6,0.0,-5.06,-6.02

2022,2,9,7,0.0,-3.95,-5.53

2022,2,9,8,0.0,-1.88,-4.57

2022,2,9,9,0.0,0.83,-3.89

2022,2,9,10,0.0,2.48,-2.7

2022,2,9,11,0.0,3.6,-1.77

2022,2,9,12,0.0,4.44,-1.02

2022,2,9,13,0.0,4.9,-0.44

2022,2,9,14,0.0,4.9,0.06

2022,2,9,15,0.0,4.19,0.7

2022,2,9,16,0.0,1.69,0.34

2022,2,9,17,0.0,-0.28,-0.51

2022,2,9,18,0.0,-0.42,-0.38

2022,2,9,19,0.0,-0.7,-0.2

2022,2,9,20,0.0,-0.7,0.13

2022,2,9,21,0.0,-0.6,0.5

2022,2,9,22,0.0,-0.42,0.83

2022,2,9,23,0.0,-0.18,1.08

2022,2,10,0,0.0,-0.01,1.25

2022,2,10,1,0.0,0.31,1.38

2022,2,10,2,0.0,0.49,1.37

2022,2,10,3,0.01,0.73,1.33

2022,2,10,4,0.02,0.88,1.26

2022,2,10,5,0.02,0.94,1.17

2022,2,10,6,0.01,0.85,1.0

2022,2,10,7,0.01,1.16,1.11

2022,2,10,8,0.0,2.12,1.59

2022,2,10,9,0.0,3.3,2.18

2022,2,10,10,0.0,5.51,3.22

2022,2,10,11,0.0,7.55,3.62

2022,2,10,12,0.0,8.62,2.83

2022,2,10,13,0.0,8.62,1.88

2022,2,10,14,0.0,7.96,1.32

2022,2,10,15,0.0,6.71,1.37

2022,2,10,16,0.0,4.34,0.89

2022,2,10,17,0.0,1.64,-0.22

2022,2,10,18,0.0,0.85,-0.59

2022,2,10,19,0.0,0.34,-0.91

2022,2,10,20,0.0,-0.05,-1.25

2022,2,10,21,0.0,-0.44,-1.61

2022,2,10,22,0.0,-0.77,-1.86

2022,2,10,23,0.0,-0.96,-2.02

2022,2,11,0,0.0,-0.86,-2.11

2022,2,11,1,0.0,-0.7,-2.17

2022,2,11,2,0.0,-0.49,-2.21

2022,2,11,3,0.0,-0.19,-2.26

2022,2,11,4,0.0,-0.19,-2.28

2022,2,11,5,0.0,-0.64,-2.26

2022,2,11,6,0.0,-1.02,-2.17

2022,2,11,7,0.0,0.74,-0.7

2022,2,11,8,0.0,3.71,0.67

2022,2,11,9,0.0,5.84,1.77

2022,2,11,10,0.0,7.8,2.67

2022,2,11,11,0.0,9.05,3.19

2022,2,11,12,0.0,9.69,3.58

2022,2,11,13,0.0,9.88,3.88

2022,2,11,14,0.0,9.6,4.25

2022,2,11,15,0.0,8.45,4.75

2022,2,11,16,0.0,6.28,4.49

2022,2,11,17,0.0,4.02,4.04

2022,2,11,18,0.0,3.87,3.94

2022,2,11,19,0.0,3.79,3.78

2022,2,11,20,0.0,3.55,3.73

2022,2,11,21,0.0,3.24,3.62

2022,2,11,22,0.0,3.44,3.55

2022,2,11,23,0.0,3.55,3.43

2022,2,12,0,0.0,3.67,3.32

2022,2,12,1,0.0,3.71,3.18

2022,2,12,2,0.0,3.63,3.06

2022,2,12,3,0.0,3.62,3.03

2022,2,12,4,0.0,3.6,3.06

2022,2,12,5,0.0,3.64,3.14

2022,2,12,6,0.0,3.51,3.19

2022,2,12,7,0.0,4.54,3.73

2022,2,12,8,0.0,6.57,4.88

2022,2,12,9,0.0,8.82,6.14

2022,2,12,10,0.0,10.62,5.51

2022,2,12,11,0.0,11.29,4.53

2022,2,12,12,0.0,11.72,4.37

2022,2,12,13,0.0,11.54,4.07

2022,2,12,14,0.0,10.87,3.77

2022,2,12,15,0.0,9.52,3.51

2022,2,12,16,0.0,7.44,3.07

2022,2,12,17,0.0,5.43,2.34

2022,2,12,18,0.0,4.4,1.97

2022,2,12,19,0.0,3.7,1.58

2022,2,12,20,0.0,3.15,0.99

2022,2,12,21,0.0,2.54,0.19

2022,2,12,22,0.0,1.77,-0.46

2022,2,12,23,0.02,1.15,-0.95

2022,2,13,0,0.08,0.55,-1.38

2022,2,13,1,0.16,-0.03,-1.71

2022,2,13,2,0.28,-0.51,-1.95

2022,2,13,3,0.51,-0.81,-2.07

2022,2,13,4,0.69,-1.21,-2.3

2022,2,13,5,0.59,-1.63,-2.6

2022,2,13,6,0.49,-1.93,-2.95

2022,2,13,7,0.21,-1.77,-3.24

2022,2,13,8,0.17,-1.23,-3.41

2022,2,13,9,0.14,-0.63,-3.51

2022,2,13,10,0.11,-0.24,-3.59

2022,2,13,11,0.1,-0.03,-3.64

2022,2,13,12,0.11,-0.06,-3.68

2022,2,13,13,0.12,-0.11,-3.67

2022,2,13,14,0.13,-0.31,-3.73

2022,2,13,15,0.14,-0.8,-3.75

2022,2,13,16,0.1,-1.44,-3.64

2022,2,13,17,0.1,-2.08,-3.63

2022,2,13,18,0.12,-2.39,-3.85

2022,2,13,19,0.08,-2.68,-4.35

2022,2,13,20,0.06,-3.14,-5.12

2022,2,13,21,0.03,-3.85,-6.08

2022,2,13,22,0.01,-4.74,-7.19

2022,2,13,23,0.0,-5.67,-8.27

2022,2,14,0,0.0,-6.59,-9.35

2022,2,14,1,0.0,-7.31,-10.49

2022,2,14,2,0.0,-7.88,-11.61

2022,2,14,3,0.0,-8.36,-12.52

2022,2,14,4,0.0,-8.8,-13.09

2022,2,14,5,0.0,-9.15,-13.36

2022,2,14,6,0.0,-9.15,-13.38

2022,2,14,7,0.0,-8.95,-13.39

2022,2,14,8,0.0,-8.29,-13.35

2022,2,14,9,0.0,-7.42,-13.31

2022,2,14,10,0.0,-6.61,-13.2

2022,2,14,11,0.0,-5.99,-13.02

2022,2,14,12,0.0,-5.49,-12.77

2022,2,14,13,0.0,-5.24,-12.58

2022,2,14,14,0.0,-5.28,-12.44

2022,2,14,15,0.0,-5.72,-12.49

2022,2,14,16,0.0,-6.44,-12.62

2022,2,14,17,0.0,-7.22,-12.64

2022,2,14,18,0.0,-8.04,-12.6

2022,2,14,19,0.0,-8.71,-12.35

2022,2,14,20,0.0,-9.15,-12.16

2022,2,14,21,0.0,-9.56,-12.1

2022,2,14,22,0.0,-9.94,-12.17

2022,2,14,23,0.0,-10.27,-12.31

2022,2,15,0,0.0,-10.45,-12.5

2022,2,15,1,0.0,-10.69,-12.59

2022,2,15,2,0.0,-10.97,-12.7

2022,2,15,3,0.0,-11.25,-12.83

2022,2,15,4,0.0,-11.48,-12.92

2022,2,15,5,0.0,-11.69,-12.94

2022,2,15,6,0.0,-11.83,-12.92

2022,2,15,7,0.0,-10.46,-12.67

2022,2,15,8,0.0,-8.17,-12.33

2022,2,15,9,0.0,-6.62,-12.06

2022,2,15,10,0.0,-5.08,-11.6

2022,2,15,11,0.0,-3.64,-11.1

2022,2,15,12,0.0,-2.65,-10.66

2022,2,15,13,0.0,-2.02,-10.24

2022,2,15,14,0.0,-1.72,-9.84

2022,2,15,15,0.0,-1.86,-9.42

2022,2,15,16,0.0,-2.98,-8.35

2022,2,15,17,0.0,-4.89,-8.25

2022,2,15,18,0.0,-5.21,-9.03

2022,2,15,19,0.0,-5.29,-9.71

2022,2,15,20,0.0,-5.49,-10.02

2022,2,15,21,0.0,-5.98,-10.13

2022,2,15,22,0.0,-6.85,-10.02

2022,2,15,23,0.0,-7.45,-9.93

2022,2,16,0,0.0,-7.65,-9.88

2022,2,16,1,0.0,-7.67,-9.81

2022,2,16,2,0.0,-7.65,-9.67

2022,2,16,3,0.0,-7.55,-9.42

2022,2,16,4,0.0,-7.06,-8.88

2022,2,16,5,0.0,-7.1,-8.46

2022,2,16,6,0.0,-6.77,-7.7

2022,2,16,7,0.0,-3.84,-5.69

2022,2,16,8,0.0,-0.38,-3.59

2022,2,16,9,0.0,1.62,-2.87

2022,2,16,10,0.0,2.92,-2.27

2022,2,16,11,0.0,3.92,-1.56

2022,2,16,12,0.0,4.66,-0.77

2022,2,16,13,0.0,4.76,0.12

2022,2,16,14,0.0,4.32,1.18

2022,2,16,15,0.0,3.6,2.03

2022,2,16,16,0.0,2.49,2.3

2022,2,16,17,0.0,2.11,2.51

2022,2,16,18,0.0,2.28,2.69

2022,2,16,19,0.0,2.17,2.61

2022,2,16,20,0.0,1.94,2.39

2022,2,16,21,0.0,1.96,2.24

2022,2,16,22,0.0,2.12,2.22

2022,2,16,23,0.0,2.26,2.28

2022,2,17,0,0.0,3.1,2.8

2022,2,17,1,0.0,4.43,3.66

2022,2,17,2,0.0,5.04,4.12

2022,2,17,3,0.0,5.4,4.41

2022,2,17,4,0.0,5.57,4.57

2022,2,17,5,0.0,5.46,4.58

2022,2,17,6,0.0,5.47,4.64

2022,2,17,7,0.0,6.04,4.98

2022,2,17,8,0.0,7.27,5.78

2022,2,17,9,0.0,8.44,6.64

2022,2,17,10,0.0,9.26,7.3

2022,2,17,11,0.0,9.66,7.76

2022,2,17,12,0.0,9.62,7.96

2022,2,17,13,0.0,9.42,8.07

2022,2,17,14,0.0,9.44,8.28

2022,2,17,15,0.0,9.54,8.45

2022,2,17,16,0.01,8.76,8.23

2022,2,17,17,0.02,7.43,7.55

2022,2,17,18,0.03,7.14,7.22

2022,2,17,19,0.03,7.42,7.46

2022,2,17,20,0.06,8.05,8.01

2022,2,17,21,0.08,8.47,8.41

2022,2,17,22,0.63,8.98,8.82

2022,2,17,23,1.97,9.79,9.48

2022,2,18,0,1.86,10.64,10.2

2022,2,18,1,1.36,10.55,10.04

2022,2,18,2,1.14,10.62,10.02

2022,2,18,3,1.39,11.12,10.62

2022,2,18,4,1.79,11.6,11.08

2022,2,18,5,2.04,13.08,12.3

2022,2,18,6,1.19,13.51,12.9

2022,2,18,7,0.6,10.58,8.26

2022,2,18,8,0.0,4.64,-0.44

2022,2,18,9,0.0,3.38,-2.88

2022,2,18,10,0.0,3.87,-3.26

2022,2,18,11,0.0,3.71,-3.92

2022,2,18,12,0.0,3.45,-4.36

2022,2,18,13,0.0,3.19,-4.7

2022,2,18,14,0.01,2.54,-5.19

2022,2,18,15,0.01,1.43,-5.83

2022,2,18,16,0.0,-0.11,-6.56

2022,2,18,17,0.0,-2.02,-6.82

2022,2,18,18,0.0,-3.23,-6.95

2022,2,18,19,0.0,-4.1,-7.14

2022,2,18,20,0.0,-4.74,-7.16

2022,2,18,21,0.0,-5.23,-7.16

2022,2,18,22,0.0,-5.45,-7.21

2022,2,18,23,0.0,-5.5,-7.57

2022,2,19,0,0.0,-5.26,-7.87

2022,2,19,1,0.0,-4.96,-8.31

2022,2,19,2,0.0,-4.79,-8.95

2022,2,19,3,0.0,-4.88,-8.99

2022,2,19,4,0.0,-5.01,-8.08

2022,2,19,5,0.0,-4.8,-7.58

2022,2,19,6,0.0,-4.19,-7.09

2022,2,19,7,0.0,-2.25,-6.03

2022,2,19,8,0.0,-0.1,-5.57

2022,2,19,9,0.0,1.28,-5.43

2022,2,19,10,0.0,2.24,-5.03

